Model,Segment,Text
OnePlus 6,Processor and Software,There's only one bloatware app—the OnePlus Community—and a widget screen to the left of the main home screen with a surprisingly useful loyalty-card-storing app on it.
OnePlus 6,Processor and Software,"Otherwise, you have a pretty pure Android app experience, with Google's photos, messaging, calendar and email clients as the default, and no manufacturer-offered duplicates. Oxygen's tweaks are under the hood, like a gaming setting that turns on do-not-disturb mode, a reading mode that turns the screen more yellow, and the notch-as-status-bar mode we mentioned above. Double tapping the power button opens the camera."
OnePlus 6,Processor and Software,"The software doesn't visually throw elbows in your face the way many other Android skins do. It all feels, well, peaceful. It's very similar to Motorola's approach, except that Motorola charges $700+ for its flagship phone, while this one costs $529."
OnePlus 6,Camera and Multimedia,"The camera pairs a primary Sony 16MP, f/1.7 main shooter with OIS, and a second 20MP secondary lens. Unfortunately, the second lens is mostly wasted. It's for bokeh only. It isn't 2x or wide-angle, and it doesn't appear to help with AR apps. OnePlus either should have made the secondary camera more functional, or saved its (and your) money."
OnePlus 6,Camera and Multimedia,"This complaint aside, the OnePlus 6 takes great, crisp shots in good lighting. It focuses fast, there's little to no noise, and colors are rich. That's standard fare for just about any high-end phone these days, so the real measure of its performance comes from its low-light abilities. In a shootout with the Samsung Galaxy S9+ and the LG G7, the OnePlus 6 delivered solid results, often outshining the G7 and comparing favorably with the S9+ in certain circumstances."
OnePlus 6,Camera and Multimedia,"In the first picture below, taken indoors, the OnePlus 6 does a good job of taking a crisp shot despite the inconsistent lighting, capturing details and textures. It does feel a little oversharpened, though. The G7 smooths things out a bit too much, and seems a little noisy. The Galaxy S9+ arguably takes the best low-light indoor shots of the three. That said, it's close."
OnePlus 6,Camera and Multimedia,"Outdoors, low-light shooting could a bit inconsistent for all three phones. In the first image below, the S9+ takes a clearer and better-lit shot than the others, with the autoexposure doing a better job of handling focus and lighting. The G7 autoexposure struggles to balance lighting, while the OnePlus 6 falls in the middle. In the second picture of the tree, however, the S9+ shots looks a little hazy, but does a better job of capturing the leaves that come out muddy on the OnePlus 6 and G7."
OnePlus 6,Camera and Multimedia,"Overall, the OnePlus 6 is more than capable of holding its own in the camera department. As for the secondary sensor, it provides a heavily oversaturated bokeh effect that contrasts with the more realistic appearance of photos taken with the S9+."
OnePlus 6,Camera and Multimedia,"OnePlus' Pro mode gives you easy access to virtual aperture and shutter speed. The phone is capable of recording 4K video at both 30fps and 60fps, though with the latter you can only take five minutes' worth of video at a time. It's smooth and stable, perhaps a little too smooth. Panning around when recording at 60fps gives a slight soap opera effect."
OnePlus 6,Camera and Multimedia,"The 480fps slow-mo feature, like the 1080p screen, focuses on usability rather than hitting the maximum spec possible. Yeah, sure, it isn't 960fps like on the Galaxy S9+. But it can also record more than 0.2-second at a time, which is nice if you don't have a tightly contained burst of action you want to capture."
OnePlus 6,Camera and Multimedia,"The 16MP f/2 front camera is good. Like the rear sensor, it favors brighter, saturated colors. It captures plenty of detail in daylight, though it shoots a little soft in low light."
OnePlus 6,Conclusions,"The OnePlus 6 stands almost alone in our market as a $529 dual-SIM phone. Its major competition in that role is the Huawei Honor View 10, which has a microSD card slot, an IR blaster and a 2x zoom camera, but choppier gaming performance and a much heavier, more divisive Android skin. OnePlus' software, ultimately, will lead to happier users."
OnePlus 6,Conclusions,"The OnePlus 6 gets all the basics right, including excellent call quality, a solid camera, a loud speaker, a bright screen, and the best chipset on the market. In a not-terribly-exciting year for smartphones, that fits the bill, and OnePlus' software seals the deal."
OnePlus 6,Conclusions,"But a $529/$579 phone is too expensive for the American up-front buyer. I've felt that way since the OnePlus 5, which breached the $400 barrier. Above that level, most people pay with credit, and folks with credit on hand will likely lean towards the Google Pixel 2, the LG G7, or the Samsung Galaxy S9, all of which have similar performance and somewhat more hand-friendly bodies."
OnePlus 6,Conclusions,"Compared with the S9 and the G7, the OnePlus 6 has more RAM, but the lack of a microSD slot, the slightly bloated width, and the superfluous dual camera feel a bit off. The S9 and the G7 are also compatible with all four major US carriers; OnePlus is still AT&T/T-Mobile only."
OnePlus 6,Conclusions,"The equation will be different in countries where most phones are sold up-front, where the small steps down from the S9 to the OnePlus 6 don't justify the $200 price difference; apples to apples, the OnePlus 6 is a better value. Here in the US, a carrier partnership and monthly payment plan for the OnePlus 6 could help even the score."
OnePlus 6,Conclusions,"You can't deny that this phone is elegant, and OnePlus' Android skin might be the best one out there: It adds features quietly, without slowing down the phone or making things look less Googly. The OnePlus community is powerful and positive, making it another good reason to stick with the brand. We just wish that this device fit better into the way Americans shop for phones."
OnePlus 6T,Introduction,"The OnePlus 6T has something no other phone has. Its cool under-display fingerprint sensor might be the end of the notch trend. But even more importantly, the phone has something no OnePlus phone has ever had: a carrier partner. The $579 6T will be sold in T-Mobile stores around the country, and it'll be sold with a monthly payment plan. The 8GB/128GB model is $23.34 on a two-year plan, putting it in the same range as Apple's iPhone XR on a three-year plan ($20.81). T-Mobile will further discount it with a trade-in deal lowering the price to $11.67/month, or $280 total, a tremendous value."
OnePlus 6T,Introduction,"There's going to be a theme in this review. As I tested the OnePlus 6T, it generally came in just a little bit behind much more expensive phones like the Google Pixel 3 and the Samsung Galaxy Note 9 on various measurements. But that's the thing: It's just a little bit behind, often not enough to notice in real life, and it costs a lot less. That unbeatable value makes it an Editors' Choice."
OnePlus 6T,"Pricing, Plans, and Sales","Flagship phones have been getting more expensive this year. Last year's success of the iPhone X made everyone else think they can sell large phones for $1,000, and so here we are, with $1,000 phones. In that context, the base model $549 OnePlus 6T is as radically inexpensive as the $299 OnePlus One was back when flagships cost $650."
OnePlus 6T,"Pricing, Plans, and Sales","The phone comes in four models and two finishes. A 6GB/128GB (108GB available), unlocked, dual-SIM model costs $549. An 8GB/128GB model, for $579, comes both in a dual-SIM model sold independently, and a single-SIM model sold by T-Mobile. Finally, an 8GB/256GB model costs $629. The phone doesn't have a microSD card slot for expandable memory, but 128GB should be plenty. As for colors, you can have any color you want as long as it's black, but at least there are matte and glossy options."
